# P, Pc, E, M, R, EoS
3.827288382382761262e-12 1.030000000000000000e+02 5.310093956164876090e+02 1.692196632047766824e+00 1.227699999999863500e+01 APR_1
1.052891648367580016e-11 1.040000000000000000e+02 5.328159685000522359e+02 1.697746395566358757e+00 1.227399999999863667e+01 APR_1
3.767392579625689342e-12 1.050000000000000000e+02 5.346121666330149083e+02 1.703233473481449822e+00 1.227199999999863778e+01 APR_1
1.038751440398761372e-11 1.060000000000000000e+02 5.363981621250139824e+02 1.708658927747180867e+00 1.226899999999863944e+01 APR_1
1.186674018587751844e-11 1.070000000000000000e+02 5.381741227686320599e+02 1.714023795072813661e+00 1.226599999999864110e+01 APR_1
7.595368283693496169e-12 1.080000000000000000e+02 5.399402121867344704e+02 1.719329087608363116e+00 1.226399999999864221e+01 APR_1
1.117670522701574788e-11 1.090000000000000000e+02 5.416965899734692584e+02 1.724575793809415947e+00 1.226099999999864387e+01 APR_1
6.914584145212439547e-12 1.100000000000000000e+02 5.434434118292518860e+02 1.729764879065146310e+00 1.225899999999864498e+01 APR_1
1.021305725937328287e-11 1.110000000000000000e+02 5.451808296900484265e+02 1.734897286547513406e+00 1.225599999999864664e+01 APR_1
1.282983372304609216e-11 1.120000000000000000e+02 5.469089918512437407e+02 1.739973937762232303e+00 1.225299999999864831e+01 APR_1
1.028451505035653045e-11 1.130000000000000000e+02 5.486280430863694164e+02 1.744995733167387764e+00 1.225099999999864941e+01 APR_1
1.125811417780653614e-11 1.140000000000000000e+02 5.503381247609471529e+02 1.749963553345176281e+00 1.224799999999865108e+01 APR_1
6.596677501065618544e-12 1.150000000000000000e+02 5.520393749416901983e+02 1.754878258241710176e+00 1.224599999999865219e+01 APR_1
9.621454480278814761e-12 1.160000000000000000e+02 5.537319285012895307e+02 1.759740688664205521e+00 1.224299999999865385e+01 APR_1
1.178816560474961264e-11 1.170000000000000000e+02 5.554159172190023810e+02 1.764551667673728952e+00 1.223999999999865551e+01 APR_1
6.774148419928563811e-12 1.180000000000000000e+02 5.570914698772419342e+02 1.769311999825176507e+00 1.223799999999865662e+01 APR_1
9.715930643707673989e-12 1.190000000000000000e+02 5.587587123543620464e+02 1.774022471708653903e+00 1.223499999999865828e+01 APR_1
1.199691559168898239e-11 1.200000000000000000e+02 5.604177677138176250e+02 1.778683854183534585e+00 1.223199999999865994e+01 APR_1
6.579455017390650306e-12 1.210000000000000000e+02 5.620687562898691567e+02 1.783296899938531022e+00 1.222999999999866105e+01 APR_1
9.374425868596204092e-12 1.220000000000000000e+02 5.637117957699950921e+02 1.787862346274417424e+00 1.222699999999866272e+01 APR_1
