# P, Pc, E, M, R, EoS
2.359964916772042917e-12 5.600000000000000000e+01 4.395427469123578703e+02 1.335066280925867099e+00 1.242899999999855076e+01 HHJ_2
1.438356443734595487e-12 5.700000000000000000e+01 4.426589331125416606e+02 1.344613279964363306e+00 1.242699999999855187e+01 HHJ_2
1.513543604666564557e-12 5.800000000000000000e+01 4.457491309051565054e+02 1.353983446926793066e+00 1.242399999999855353e+01 HHJ_2
1.632905150669864010e-12 5.900000000000000000e+01 4.488140852446433655e+02 1.363181768032295960e+00 1.242099999999855520e+01 HHJ_2
1.584849353739000646e-12 6.000000000000000000e+01 4.518545074633503305e+02 1.372213054160287937e+00 1.241799999999855686e+01 HHJ_2
1.506295952744444149e-12 6.100000000000000000e+01 4.548710773224119635e+02 1.381081893230843072e+00 1.241499999999855852e+01 HHJ_2
4.537321761187788731e-12 6.200000000000000000e+01 4.578644449060839179e+02 1.389792714345282842e+00 1.241099999999856074e+01 HHJ_2
4.082534649455490420e-12 6.300000000000000000e+01 4.608352323738062069e+02 1.398349772059354068e+00 1.240799999999856240e+01 HHJ_2
2.016626424788167060e-12 6.400000000000000000e+01 4.637840355827582925e+02 1.406757155855945074e+00 1.240499999999856406e+01 HHJ_2
1.514924875212144118e-12 6.500000000000000000e+01 4.667114255923461883e+02 1.415018816476757424e+00 1.240199999999856573e+01 HHJ_2
4.987091313589666123e-12 6.600000000000000000e+01 4.696179500608901094e+02 1.423138536628542505e+00 1.239799999999856794e+01 HHJ_2
1.660272147810131197e-12 6.700000000000000000e+01 4.725041345437471705e+02 1.431119974979858878e+00 1.239499999999856961e+01 HHJ_2
5.140019827979918605e-12 6.800000000000000000e+01 4.753704837011865720e+02 1.438966654475493989e+00 1.239099999999857182e+01 HHJ_2
5.322457128330912416e-12 6.900000000000000000e+01 4.782174824235218011e+02 1.446681972294254548e+00 1.238699999999857404e+01 HHJ_2
3.537131346814964342e-12 7.000000000000000000e+01 4.810455968802810958e+02 1.454269205530455578e+00 1.238399999999857570e+01 HHJ_2
4.588280098141100164e-12 7.100000000000000000e+01 4.838552754995521354e+02 1.461731516962562649e+00 1.237999999999857792e+01 HHJ_2
5.346096618613929069e-12 7.200000000000000000e+01 4.866469498830633142e+02 1.469071961027405893e+00 1.237599999999858014e+01 HHJ_2
3.306003623047310030e-12 7.300000000000000000e+01 4.894210356620496896e+02 1.476293486081574180e+00 1.237299999999858180e+01 HHJ_2
4.917300757646483521e-12 7.400000000000000000e+01 4.921779332984908706e+02 1.483398941373935687e+00 1.236899999999858402e+01 HHJ_2
5.231329841899024038e-12 7.500000000000000000e+01 4.949180288358966209e+02 1.490391082099012277e+00 1.236499999999858623e+01 HHJ_2
4.715150762057711407e-12 7.600000000000000000e+01 4.976416946034459556e+02 1.497272571888230264e+00 1.236099999999858845e+01 HHJ_2
5.050065343106549254e-12 7.700000000000000000e+01 5.003492898769504222e+02 1.504045986452443584e+00 1.235699999999859067e+01 HHJ_2
5.279351657495741741e-12 7.800000000000000000e+01 5.030411614998145069e+02 1.510713820643303507e+00 1.235299999999859288e+01 HHJ_2
5.396614604786657717e-12 7.900000000000000000e+01 5.057176444668943418e+02 1.517278486539808569e+00 1.234899999999859510e+01 HHJ_2
5.410716575072836962e-12 8.000000000000000000e+01 5.083790624739118584e+02 1.523742320711376053e+00 1.234499999999859732e+01 HHJ_2
5.311848433317051177e-12 8.100000000000000000e+01 5.110257284348593885e+02 1.530107586453191226e+00 1.234099999999859953e+01 HHJ_2
5.097941018206717192e-12 8.200000000000000000e+01 5.136579449696324673e+02 1.536376476581550410e+00 1.233699999999860175e+01 HHJ_2
4.806695679230609218e-12 8.300000000000000000e+01 5.162760048639432853e+02 1.542551116632566721e+00 1.233299999999860397e+01 HHJ_2
4.433314640293471798e-12 8.400000000000000000e+01 5.188801915034053991e+02 1.548633566615037704e+00 1.232899999999860619e+01 HHJ_2
4.888511951595501400e-12 8.500000000000000000e+01 5.214707792835300779e+02 1.554625825203658884e+00 1.232499999999860840e+01 HHJ_2
4.408227011352559511e-12 8.600000000000000000e+01 5.240480339972370984e+02 1.560529832642479908e+00 1.232099999999861062e+01 HHJ_2
3.900345977056844506e-12 8.700000000000000000e+01 5.266122132013596229e+02 1.566347465977362408e+00 1.231699999999861284e+01 HHJ_2
2.371396495457020448e-12 8.800000000000000000e+01 5.291635665635108126e+02 1.572080552724764102e+00 1.231299999999861505e+01 HHJ_2
4.719244325335257823e-12 8.900000000000000000e+01 5.317023361905729644e+02 1.577730865598462762e+00 1.230799999999861782e+01 HHJ_2
4.768778118854729756e-12 9.000000000000000000e+01 5.342287569399804852e+02 1.583300125375910916e+00 1.230399999999862004e+01 HHJ_2
3.992094488680360857e-12 9.100000000000000000e+01 5.367430567148759337e+02 1.588790004561062119e+00 1.229999999999862226e+01 HHJ_2
7.911078993055562768e-12 9.200000000000000000e+01 5.392454567441444624e+02 1.594202127713018058e+00 1.229499999999862503e+01 HHJ_2
4.413233350625963761e-12 9.300000000000000000e+01 5.417361718482559354e+02 1.599538071902537162e+00 1.229099999999862725e+01 HHJ_2
4.251204505030823298e-12 9.400000000000000000e+01 5.442154106917781746e+02 1.604799375640933112e+00 1.228699999999862946e+01 HHJ_2
8.237543717249325926e-12 9.500000000000000000e+01 5.466833760233655539e+02 1.609987528816409608e+00 1.228199999999863223e+01 HHJ_2
4.498466658986221988e-12 9.600000000000000000e+01 5.491402649039663402e+02 1.615103984679078897e+00 1.227799999999863445e+01 HHJ_2
4.165251621509925447e-12 9.700000000000000000e+01 5.515862689239476140e+02 1.620150154448933622e+00 1.227399999999863667e+01 HHJ_2
7.989949046337287217e-12 9.800000000000000000e+01 5.540215744097796460e+02 1.625127412086867063e+00 1.226899999999863944e+01 HHJ_2
4.178057207453451536e-12 9.900000000000000000e+01 5.564463626208879532e+02 1.630037094899261518e+00 1.226499999999864166e+01 HHJ_2
3.766869376401749763e-12 1.000000000000000000e+02 5.588608099372299876e+02 1.634880504632266307e+00 1.226099999999864387e+01 HHJ_2
5.030459340971034002e-12 1.010000000000000000e+02 5.612650880381272600e+02 1.639658907044722724e+00 1.225599999999864664e+01 HHJ_2
