# P, Pc, E, M, R, EoS
3.888938334004265702e-12 1.100000000000000000e+02 6.003088160675440577e+02 1.613131774177857913e+00 1.206999999999874973e+01 BL_1
3.858203649429037315e-12 1.110000000000000000e+02 6.025867403146944525e+02 1.617270901028155405e+00 1.206499999999875250e+01 BL_1
3.858924035140590681e-12 1.120000000000000000e+02 6.048546138840584945e+02 1.621361418021572742e+00 1.205999999999875527e+01 BL_1
1.053767600130272313e-11 1.130000000000000000e+02 6.071125843736497245e+02 1.625404155807042228e+00 1.205399999999875860e+01 BL_1
1.076089976001225167e-11 1.140000000000000000e+02 6.093607959329467576e+02 1.629399925276846739e+00 1.204899999999876137e+01 BL_1
3.333342884201352818e-12 1.150000000000000000e+02 6.115993893729097408e+02 1.633349518446266746e+00 1.204499999999876358e+01 BL_1
3.586987363393622379e-12 1.160000000000000000e+02 6.138285022715598416e+02 1.637253708790704643e+00 1.203999999999876636e+01 BL_1
3.766032615785326075e-12 1.170000000000000000e+02 6.160482690753441375e+02 1.641113251840822240e+00 1.203499999999876913e+01 BL_1
3.972485303462353763e-12 1.180000000000000000e+02 6.182588211964840639e+02 1.644928885931971729e+00 1.202999999999877190e+01 BL_1
4.258600716353635410e-12 1.190000000000000000e+02 6.204602871065012550e+02 1.648701332410827058e+00 1.202499999999877467e+01 BL_1
4.610944384857559667e-12 1.200000000000000000e+02 6.226527924261012004e+02 1.652431296340476141e+00 1.201999999999877744e+01 BL_1
7.428724253177086738e-12 1.210000000000000000e+02 6.248364600115857002e+02 1.656119466952778785e+00 1.201499999999878021e+01 BL_1
1.040218187840684138e-11 1.220000000000000000e+02 6.270114100379553292e+02 1.659766517993293000e+00 1.200999999999878298e+01 BL_1
9.640248312664189777e-12 1.230000000000000000e+02 6.291777600788550444e+02 1.663373108339018636e+00 1.200499999999878575e+01 BL_1
